airbnb_property_id,rating,bathrooms,title,occ,bedrooms,accommodates,adr,revenue,reviews,homeaway_property_id,longitude,latitude,m_homeaway_property_id,property_type,id,room_type,platforms__airbnb_property_id,platforms__homeaway_property_id,listings_returned,area_info__geom__|,area_info__geom__|__country,area_info__geom__|__state,area_info__geom__|__city
29696883,10,2.5,Clayton home with 5 bedrooms,0.640351,5,10,232.712,16988,5,null,-122.69622,49.12965,null,House,11467988,Entire home/apt,29696883,null,,,,,
26687590,10,1,South Surrey Private Suite,0.715909,1,2,126.748,7985.14,7,null,-122.79452,49.06828,null,Guest suite,10201131,Entire home/apt,26687590,null,,,,,
24336888,8.7,1,Cozy Central Surrey Apartment with Mountain View,0.863158,1,4,111.089,9109.31,11,null,-122.85057,49.19273,null,Apartment,9307272,Entire home/apt,24336888,null,,,,,
31498531,10,4.5,Classic Retreat Mansion Crescent Beach,0.607477,8,16,302.33,19651.5,5,null,-122.86807,49.05387,null,Villa,12126289,Entire home/apt,31498531,null,,,,,
15577604,9.9,1,Private Guest Suite beautiful views.,0.786885,1,4,84.8522,20364.5,43,null,-122.84776,49.06185,null,Guest suite,5533427,Entire home/apt,15577604,null,,,,,
15872404,9.9,1,Comfortable accommodation close to USA border,0.541667,2,4,114.47,17857.4,22,null,-122.74498,49.00961,null,Guest suite,4651623,Entire home/apt,15872404,null,,,,,
21667544,9.9,1,Quiet vacation suite at White Rock,0.830357,1,2,86.6154,8055.23,33,null,-122.8286,49.05553,null,House,7745168,Entire home/apt,21667544,null,,,,,
22599882,9.8,1,Modern Suite Near White Rock + US Border,0.807882,2,6,101.991,16726.5,38,null,-122.74307,49.00929,null,Guest suite,8901109,Entire home/apt,22599882,null,,,,,
25187265,9.9,4.5,Luxurious mansion in South Surrey,0.204878,5,10,814.214,34197,15,null,-122.84137,49.06225,null,House,9660632,Entire home/apt,25187265,null,,,,,
21886948,8.7,3,Cozy Surrey home Available for 10+ guests,0.705706,5,14,285.216,67025.8,37,null,-122.82592,49.10346,null,House,8053834,Entire home/apt,21886948,null,,,,,
21907327,10,1,Cloverdale suite,0.921569,1,2,80.2735,3772.86,3,null,-122.768,49.11052,null,Guest suite,7920964,Entire home/apt,21907327,null,,,,,
26004132,10,1,Home with a view,0.52381,2,3,47.9128,527.041,2,null,-122.82792,49.21249,null,Guest suite,9835824,Entire home/apt,26004132,null,,,,,
27878936,9.9,1,Heavenly HideAway .,0.7375,1,3,168.994,29911.9,30,null,-122.85211,49.19059,1420717vb,Condominium,10723255,Entire home/apt,27878936,1420717vb,,,,,
15328029,10,2,"Natural mid mod,  easy comfort and tasteful decor",0.381579,2,4,228.172,6616.99,1,null,-122.85205,49.034,null,Bungalow,4305738,Entire home/apt,15328029,null,,,,,
28181942,null,6,NEW! Luxury Vancouver Home w/Patio & Views of Dwtn,0.4,6,16,993.059,47666.8,1,null,-122.89162,49.18488,7300940,House,10835230,Entire home/apt,28181942,7300940,,,,,
31763405,9,1.5,Nice & Comfortable + Convinient House (3BR for 6),0.423729,3,6,151.831,3795.77,2,null,-122.78714,49.03327,null,House,12828954,Entire home/apt,31763405,null,,,,,
20981020,9.7,1,New Two-Bedroom Suite Near  South Surrey Outlets,0.462633,2,4,93.5567,12162.4,31,null,-122.78429,49.05517,null,House,7355470,Entire home/apt,20981020,null,,,,,
25356994,10,1,Private 1 Bdr. Suite Surrey Center,0.961538,1,2,71.1707,3558.54,8,null,-122.85572,49.19903,null,Guest suite,9694259,Entire home/apt,25356994,null,,,,,
28704336,9.4,1,private suite with own entrance!(netflix),0.310345,1,3,117.145,6325.84,10,null,-122.83932,49.20146,null,Guest suite,11051619,Entire home/apt,28704336,null,,,,,
1797245,9.7,1,Beautiful home in Cresent Beach.,0.443662,3,6,272.613,34349.3,86,null,-122.88287,49.05048,null,House,1135779,Entire home/apt,1797245,null,,,,,
100446704,10,1,"Charming, Ocean View, Lovely Deluxe Suite ~ And We're Pet Friendly!",0.655602,1,4,181.28,28642.2,12,558137vb,-122.8830298,49.0489533,null,Cottage,100446704,Entire home/apt,null,558137vb,,,,,
31958111,null,1,"Beautiful, and Private Suite",0.444444,0,2,110.193,881.546,1,null,-122.73695,49.00285,null,Apartment,12359190,Entire home/apt,31958111,null,,,,,
102863127,0,1,Sheraton Vancouver Guildford Hotel,0.625,0,2,237.236,3558.54,0,4593395,-122.7987,49.19158,null,Hotel,102863127,Entire home/apt,null,4593395,,,,,
8445721,4,1,Beautiful Private Garden View Condo,0.626866,1,2,102.411,4301.24,1,null,-122.84817,49.20232,null,Condominium,1462173,Entire home/apt,8445721,null,,,,,
30542665,10,1,Central Surrey Garden Suite,0.0877193,2,5,89.5025,447.513,1,null,-122.86872,49.17354,null,Guest suite,11986299,Entire home/apt,30542665,null,,,,,
6434376,9.6,1,Large 1-Bedroom apt in Surrey - Awesome Location!,0.550505,1,2,88.8892,9688.92,22,null,-122.83731,49.18027,null,Apartment,1134668,Entire home/apt,6434376,null,,,,,
25624791,9.7,1,Jenni's Guesthouse,0.647059,0,3,86.2325,13279.8,65,null,-122.86188,49.02783,null,Guesthouse,9692357,Entire home/apt,25624791,null,,,,,
9199315,9.8,1,Surrey Apartment,0.681818,1,2,41.8757,1256.27,16,null,-122.84181,49.19943,null,Apartment,1392240,Entire home/apt,9199315,null,,,,,
20560570,9.5,1,"Dream home 1     \nA suite (kitchen, own entrance )",0.6875,1,2,98.9467,18503,31,null,-122.84161,49.11307,null,House,7127022,Entire home/apt,20560570,null,,,,,
21070225,8.7,1,"Dream home 2 \nA suite , a kitchen , own entrance",0.669039,2,4,126.799,23838.1,18,null,-122.80553,49.16579,null,House,7431552,Entire home/apt,21070225,null,,,,,
21175476,9.6,1,Home Away From Home in South Surrey,0.694737,1,4,146.312,9656.57,17,null,-122.80532,49.05711,null,Apartment,7469004,Entire home/apt,21175476,null,,,,,
31669692,9,3.5,Fleetwood Haven,1,5,10,207.973,6447.15,2,null,-122.78278,49.16331,null,House,12176476,Entire home/apt,31669692,null,,,,,
14491652,9.4,1,Clean Two Bedroom Suite ! Close to No.1 Hwy,0.664122,2,5,100.545,17494.8,69,null,-122.81561,49.21144,null,House,3966039,Entire home/apt,14491652,null,,,,,
18273989,9,3,Beautiful seaside manor,0.626667,4,8,406.257,38188.2,23,null,-122.84697,49.03748,null,Villa,5966337,Entire home/apt,18273989,null,,,,,
30015675,10,1,Quaint suburbia in South Surrey/White Rock,0.689655,2,4,102.982,2059.64,1,null,-122.78765,49.03433,null,Guest suite,11655864,Entire home/apt,30015675,null,,,,,
18265737,10,1,Awesome Family Accommodation in South Surrey BC,0.637255,2,4,121.715,23734.4,115,null,-122.74579,49.00598,null,Guest suite,5764956,Entire home/apt,18265737,null,,,,,
24803918,9.7,1,Beautiful Private SINGLE UNIT+GARDEN (2BR for 6),0.626168,2,6,158.945,21298.6,15,null,-122.7955,49.14775,null,Apartment,9330893,Entire home/apt,24803918,null,,,,,
100728780,10,3,Creekside Nature Retreat,0.540323,5,10,583.895,39121,18,850064vb,-122.7538457,49.20019012,null,House,100728780,Entire home/apt,null,850064vb,,,,,
31192607,9.4,1,"One Bedroom, One Living Room Suite (New Update)",0.612903,1,4,60.5504,2300.92,7,null,-122.77843,49.18375,null,Guest suite,11954107,Entire home/apt,31192607,null,,,,,
29653275,10,1,J & F Exquisite Inn,0.285714,2,4,88.5422,1416.67,4,null,-122.82548,49.16052,null,Guest suite,11441539,Entire home/apt,29653275,null,,,,,
33272811,null,1,___,0.0416667,2,6,176.579,176.579,0,null,-122.90161,49.18426,null,House,12863301,Entire home/apt,33272811,null,,,,,
23614079,9.6,1,South Surrey Private Suite nr Beaches & US Border,0.745763,2,6,58.88,2590.72,10,null,-122.8122,49.05701,7500165,Guest suite,8924555,Entire home/apt,23614079,7500165,,,,,
11280434,9.6,1,Surrey Center Bachelor (all in one),0.857143,0,3,85.6385,2569.15,19,null,-122.85425,49.1886,null,Apartment,1829620,Entire home/apt,11280434,null,,,,,
100362977,10,1.5,"Family /group friendly,cheap, very clean accomodation!",0.528455,2,4,129.028,8386.82,2,4265036,-122.8086357,49.19051678,null,House,100362977,Entire home/apt,null,4265036,,,,,
20284086,9.9,2,South Surrey Ocean View Villa,0.489362,4,8,317.944,51189,46,null,-122.85549,49.1048,null,House,9177553,Entire home/apt,20284086,null,,,,,
23690137,8.8,2.5,A Warm and Cozy Home Away from Home,0.752101,3,9,146.533,26229.4,35,null,-122.86416,49.13514,7368270,House,10001099,Entire home/apt,23690137,7368270,,,,,
102165858,0,1.5,New Charming and Chic Home,0.310345,2,4,367.486,9922.11,0,1293214vb,-122.8115899,49.11365133,null,House,102165858,Entire home/apt,null,1293214vb,,,,,
101900094,10,1,West Coast Designer 1 Bedroom Garden Suite,0.505791,1,4,151.688,19871.2,25,1203579vb,-122.7581974,49.10951263,null,Apartment,101900094,Entire home/apt,null,1203579vb,,,,,
103040054,0,1,Cozy Beach Home with Large Kitchen and Garden,1,1,3,72.4288,1086.43,0,7413988,-122.8643051,49.03422194,null,House,103040054,Entire home/apt,null,7413988,,,,,
27531566,10,4.5,"Warm and Cozy house ( 7 Bed, 4.5 Bath) Full House",0.343348,7,16,571.758,45740.7,8,null,-122.87843,49.11076,null,House,10563555,Entire home/apt,27531566,null,,,,,
18158946,8,1,Nice 2-bedroom Suite in Amazing and Quiet House,0.913462,2,4,210.987,20043.7,1,null,-122.78937,49.03334,null,Guest suite,5966377,Entire home/apt,18158946,null,,,,,
8174602,9.9,1,Friends Family Hotel of White Rock Beachfront,0.616216,2,5,100.338,11438.5,78,null,-122.76647,49.02205,null,Guest suite,993495,Entire home/apt,8174602,null,,,,,
23321921,10,1,Big Tree A,0.151316,2,5,127.291,2927.7,2,null,-122.8571,49.18923,null,Townhouse,11187631,Entire home/apt,23321921,null,,,,,
26872327,null,1,Sally's Garden Suite,0.477273,1,3,120.8,2536.8,0,null,-122.7927439,49.0324341,null,Guest suite,10276824,Entire home/apt,26872327,null,,,,,
21583874,9.8,1,Cozy 2-bedroom Suite with own Entrance/Suite-N,0.753247,2,4,72.4861,4204.19,13,null,-122.81064,49.1304,null,House,7701141,Entire home/apt,21583874,null,,,,,
29678491,9.6,1,Surrey Center Cozy Condo,0.594059,1,4,115.226,6913.53,9,null,-122.85449,49.18805,null,Apartment,11445238,Entire home/apt,29678491,null,,,,,
21424109,8,1,Beautiful brand new 1 bedroom suite,0.42623,1,2,103.946,2702.6,2,null,-122.77862,49.18939,null,Guest suite,7632767,Entire home/apt,21424109,null,,,,,
27050355,9,1,Spacious 1 Bedroom Suite with a Separate Entrance,0.956522,1,4,69.2754,4572.18,4,null,-122.75882,49.1598,null,Guest suite,10353316,Entire home/apt,27050355,null,,,,,
20256457,9.6,1,Private one bedroom suite with own entrance,0.737003,1,2,70.0476,16881.5,32,null,-122.80893,49.15372,null,Guest suite,7054489,Entire home/apt,20256457,null,,,,,
18127619,9.3,1,"Charming, Private 2-bedroom suite w/ own entrance",0.836795,2,4,80.0823,22583.2,154,null,-122.86279,49.11134,null,Guest suite,5719282,Entire home/apt,18127619,null,,,,,
21886219,9.8,1,Surrey Central Garden Suite With a View,0.622727,1,2,70.7417,9691.62,19,null,-122.83433,49.21175,null,Guest suite,7890757,Entire home/apt,21886219,null,,,,,
27500931,9.8,1,2BR Newly Renovated Modern Private Entrance Suite,0.357143,2,6,127.838,9587.83,20,null,-122.82394,49.19345,null,Guest suite,10861413,Entire home/apt,27500931,null,,,,,
22873061,8.6,2,"View, cozy 2br 2ba by the skytrain",0.8,2,6,107.767,2155.34,6,null,-122.85016,49.19957,4789922,Apartment,12844381,Entire home/apt,22873061,4789922,,,,,
20457347,10,1,1 bd 1 bath private spacious suite in Guildford,0.311475,1,2,66.3323,1260.31,1,null,-122.78547,49.18876,null,Guest suite,7079337,Entire home/apt,20457347,null,,,,,
15847171,9.7,1,Clean and private 2 bedroom basement suite.,0.875433,2,4,73.1931,18517.9,57,null,-122.6827,49.13248,null,House,4671420,Entire home/apt,15847171,null,,,,,
33877412,null,1,Quite place,0.448276,1,3,125.357,1629.65,0,null,-122.83303,49.04469,null,Guest suite,13169032,Entire home/apt,33877412,null,,,,,
6672807,9.4,1,self contained 2 bedroom apartment,0.666667,2,4,129.766,12457.6,46,null,-122.78853,49.1977,null,Guest suite,1134978,Entire home/apt,6672807,null,,,,,
16190587,9.2,1,One Bedroom Suite for Five,0.575472,1,5,96.8889,17730.7,67,null,-122.85375,49.16157,null,Minsu,4820193,Entire home/apt,16190587,null,,,,,
30333808,8,2.5,Your Vacation house( available for 10 more guests),0.282609,5,15,283.843,7379.92,2,null,-122.84944,49.05703,null,Bungalow,11735825,Entire home/apt,30333808,null,,,,,
14169619,9.7,2.5,Sullivan Beauty,0.768817,4,9,541.849,77484.4,30,null,-122.79405,49.11093,null,House,3576082,Entire home/apt,14169619,null,,,,,
28127278,10,1,"Beautiful+Comfy/Modern Single Unit (1BR, 4person)",0.189873,1,4,121.404,1821.05,3,null,-122.7928,49.06288,null,Guest suite,10858666,Entire home/apt,28127278,null,,,,,
8830830,9,2.5,The House You Remember,0.217391,3,5,343.924,6878.49,2,null,-122.69577,49.12741,null,House,5132112,Entire home/apt,8830830,null,,,,,
33877676,null,1,South Surrey white rock area,0.5,1,2,87.885,1318.28,0,null,-122.83402,49.04584,null,Guest suite,13035055,Entire home/apt,33877676,null,,,,,
31643018,null,2,South Surrey Cozy House With Acre Yard,0.1,4,10,268.238,804.714,0,null,-122.75972,49.04871,null,Villa,12180880,Entire home/apt,31643018,null,,,,,
17110029,9.9,1,"Eagles, ocean, parks, village all for you!",0.824615,3,6,154.207,41327.5,81,null,-122.8665,49.02522,null,House,5381300,Entire home/apt,17110029,null,,,,,
26559720,10,1,PRIVATE AND COZY SUITE,0.351351,1,2,148.756,5801.49,7,null,-122.7609,49.14587,null,Guest suite,10216644,Entire home/apt,26559720,null,,,,,
32070077,9.2,2,Surrey Center Sweet Townhome,0.444444,2,5,159.224,3821.38,5,null,-122.85492,49.18745,null,Condominium,12367765,Entire home/apt,32070077,null,,,,,
28309633,9.5,1,Surrey Central Apartment with a view,0.687943,1,3,114.449,11101.6,15,null,-122.84061,49.18355,null,Apartment,10904438,Entire home/apt,28309633,null,,,,,
28138930,9.9,1,New 1 bedroom condo near Sky Train station,0.74,1,4,72.3875,5356.67,21,null,-122.84062,49.19956,null,Apartment,10992469,Entire home/apt,28138930,null,,,,,
20284531,10,3,"Beautiful, New & Modern 4-Bedroom Home w/ HOT TUB",0.396104,4,10,492.105,30018.4,10,null,-122.76798,49.04348,null,House,7059393,Entire home/apt,20284531,null,,,,,
29886803,9.4,2,Quiet area but in the heart of Surrey,0.768116,3,10,134.691,14277.3,17,null,-122.78472,49.18408,null,House,11517412,Entire home/apt,29886803,null,,,,,
20507078,9.8,4.5,"New home, quiet neighborhood...close to everything",0.807512,5,8,376.135,64695.2,10,null,-122.7449,49.00555,null,House,7111817,Entire home/apt,20507078,null,,,,,
14860596,10,1,Beautiful Suite in Sunny Surrey,0.777293,2,6,156.973,27941.2,57,null,-122.81804,49.13823,null,Guest suite,5153139,Entire home/apt,14860596,null,,,,,
33563996,8,1,Apartment in the heart of Central City,0.894737,1,4,59.2296,1006.9,1,null,-122.84687,49.20021,null,Apartment,12980180,Entire home/apt,33563996,null,,,,,
31831605,10,1,"New Private Bath ,Kitchen, Netflix&9 Mins Skytrain",0.606557,1,3,143.281,5301.41,2,null,-122.83839,49.20216,null,Guest suite,12246660,Entire home/apt,31831605,null,,,,,
4440039,10,3,4 Bedroom Beach Front Home,0.0327869,4,6,808.758,1617.52,2,null,-122.88393,49.05858,null,House,6088083,Entire home/apt,4440039,null,,,,,
210369,9.7,2,____ PRIVATE 2 ROOMS& 2 BATHS SUITE,0.616438,2,5,107.116,9640.4,7,null,-122.76197,49.2016,null,Guest suite,1134802,Entire home/apt,210369,null,,,,,
31073131,null,3.5,Luxury Home on an Acreage Brand New !!!,0.285714,4,10,2891.31,23130.5,0,null,-122.68952,49.16118,null,Bungalow,11979505,Entire home/apt,31073131,null,,,,,
27268743,9.3,1,White Rock Entire Private 2bed room Suite,0.702703,2,4,56.3711,4396.95,24,null,-122.79543,49.0706,null,Villa,12031167,Entire home/apt,27268743,null,,,,,
6213882,9.9,1,Immaculate and cozy 2 bedroom self-contained suite,0.773723,2,4,149.887,15888.1,38,null,-122.79225,49.06858,null,House,1135287,Entire home/apt,6213882,null,,,,,
24746272,6,4,South Surrey/White Rock,0.741935,3,6,145.459,3345.56,2,null,-122.79506,49.05811,null,Townhouse,9323078,Entire home/apt,24746272,null,,,,,
26782831,9.5,1,2 Bed Home Away from Home in South Surrey,0.401316,2,6,143.897,8777.72,12,null,-122.74372,49.00971,null,Apartment,10241339,Entire home/apt,26782831,null,,,,,
31544136,9.6,1,"Private, Clean, Afforadble Home in Guildford",0.233333,1,2,70.0924,490.647,5,null,-122.807,49.20182,null,Guest suite,12370432,Entire home/apt,31544136,null,,,,,
25491624,7.3,2,Surrey Home in Enver Creek Area,0.80597,4,6,162.5,8775.02,4,null,-122.81929,49.16154,null,House,9620824,Entire home/apt,25491624,null,,,,,
22820589,9.2,1,Private  one bed room suite.,0.640719,0,4,61.8536,6618.34,5,null,-122.87731,49.11074,null,Guest suite,8448639,Entire home/apt,22820589,null,,,,,
535607,9.3,1,Bright & Clean Clayton Coach Home,0.697183,1,2,74.0953,7335.43,62,null,-122.68105,49.12996,713079vb,Apartment,1134361,Entire home/apt,535607,713079vb,,,,,
28162823,null,2.5,Family-friendly house (Long Term),0.0666667,3,8,286.435,572.87,0,null,-122.69013,49.1261,null,House,10859091,Entire home/apt,28162823,null,,,,,
19013732,9.9,1,Aunty Bea's Coach House,0.713043,1,4,98.4153,16140.1,65,null,-122.68894,49.12398,null,Apartment,6480411,Entire home/apt,19013732,null,,,,,
100760346,10,3,Tastefully Renovated Full House With Private Yard And Pool.  40 Mins From Van.,0.741935,4,9,522.505,60088,7,902340vb,-122.793203,49.110242,null,House,100760346,Entire home/apt,null,902340vb,,,,,
4396110,9.7,1,Amazing 1BD Private Suite in Surrey,0.880952,1,2,53.8717,7973.01,47,null,-122.79843,49.14925,null,Guest suite,1133852,Entire home/apt,4396110,null,,,,,
21119971,9.6,1,"TOP FLOOR, CLOSE TO SHOPS, BEACHES & USA BORDER",0.679012,3,4,139.131,15304.4,22,null,-122.77975,49.03745,null,Townhouse,7487202,Entire home/apt,21119971,null,,,,,
5000500,9.8,1.5,"Modern Ocean Park / South Surrey, ocean view home",0.92,2,4,154.133,3545.06,9,null,-122.85569,49.02779,null,House,1135279,Entire home/apt,5000500,null,,,,,
32148267,null,3.5,7 BR family Home in the heart of Clayton,0.797753,7,16,325.003,23075.2,0,null,-122.69763,49.12829,null,House,12417153,Entire home/apt,32148267,null,,,,,
28206721,4,3,Vancouver/Surrey Single family home,0.108491,6,12,921.515,21194.9,1,null,-122.69005,49.16079,null,House,10859037,Entire home/apt,28206721,null,,,,,
17831820,9.4,2.5,South Surrey/ White Rock _________,0.596215,3,9,193.346,36542.4,30,null,-122.7485,49.04124,null,House,5606869,Entire home/apt,17831820,null,,,,,
30041425,null,1,"Your own cozy, comfy private suite in Surrey!",0.464286,1,3,53.1914,691.488,0,null,-122.81206,49.12476,null,Guest suite,11632959,Entire home/apt,30041425,null,,,,,
13959519,9.6,2.5,Crescent Garden House,0.502463,3,5,286.739,29247.4,18,null,-122.87179,49.05275,null,House,3338609,Entire home/apt,13959519,null,,,,,
16945299,9,1,Comfort of home,0.807229,1,4,58.1219,3894.17,14,null,-122.77911,49.01977,null,Guest suite,5381303,Entire home/apt,16945299,null,,,,,
32697818,10,1,World Class Living @ Downtown Near Train & Bus.,0.586207,1,3,169.681,2884.57,3,null,-122.84779,49.1911,null,Condominium,12605636,Entire home/apt,32697818,null,,,,,
32719476,10,2,Breath taking  condo View at all time,0.147541,2,4,234.839,2113.55,1,null,-122.84988,49.18681,null,Condominium,12587625,Entire home/apt,32719476,null,,,,,
31678123,null,3,4bedroom 3bath house in Surrey Fleetwood,0.690909,3,6,364.792,13862.1,0,null,-122.79402,49.14782,null,House,12168438,Entire home/apt,31678123,null,,,,,
102355431,10,2,BEAUTIFUL FURNISHED ONE BEDROOM BASEMENT SUITE,0.314607,2,4,197.568,5531.9,1,1343233vb,-122.774632,49.0463975,null,House,102355431,Entire home/apt,null,1343233vb,,,,,
19908,9.4,1,2 bdrm suite by the forest in city!,0.752,2,4,64.9444,6104.77,54,null,-122.81779,49.21256,null,Apartment,1134274,Entire home/apt,19908,null,,,,,
26690686,10,1.5,BRAND NEW Suite in SURREY,0.5,2,4,125.357,125.357,5,null,-122.83427,49.17292,null,Guest suite,10199736,Entire home/apt,26690686,null,,,,,
12919154,8.7,1,Brand new basement 1 bedroom suite,0.507246,1,2,93.097,9775.19,6,null,-122.85334,49.20668,null,Guest suite,3918728,Entire home/apt,12919154,null,,,,,
6691153,9.2,4,5Bed/4Bath Cozy Vacation Home,0.366071,5,10,503.55,41291.1,45,null,-122.78855,49.18945,null,House,1143573,Entire home/apt,6691153,null,,,,,
21451418,9.3,2,_____,0.726316,3,4,209.359,14445.8,3,null,-122.8392,49.04515,null,House,7761376,Entire home/apt,21451418,null,,,,,
33857626,9.3,1,Pleasant Stays,0.05,0,2,68.7444,68.7444,3,null,-122.84242,49.16706,null,Guest suite,13027951,Entire home/apt,33857626,null,,,,,
22470826,9.8,1,Cozy & Welcoming Studio Suite in White Rock,0.701493,0,2,73.032,13730,56,null,-122.84783,49.03243,null,Guesthouse,8224715,Entire home/apt,22470826,null,,,,,
21667195,8.9,2,"Spacious 3 bed, entertaining rancher home",0.813008,3,6,273.347,27334.7,7,null,-122.83508,49.0555,null,House,7745094,Entire home/apt,21667195,null,,,,,
23948387,null,3.5,Luxury New House: 4 bed-rooms near WhiteRock Beach,0.92,4,12,399.995,45999.5,0,null,-122.7889,49.03488,null,House,8947338,Entire home/apt,23948387,null,,,,,
15615351,9.4,1.5,Large private separate entrance Executive Suite,0.706349,1,3,104.775,18650,26,null,-122.74618,49.00836,null,House,4531065,Entire home/apt,15615351,null,,,,,
27429394,9.5,1,"new + comfy SINGLE UNIT (1BR, for 4person)",0.278261,1,4,118.702,3798.47,8,null,-122.77605,49.05134,null,Apartment,10533605,Entire home/apt,27429394,null,,,,,
20664221,10,1.5,White Rock/South Surrey Retreat,1,2,4,226.43,26945.1,10,null,-122.80131,49.05469,null,House,7205961,Entire home/apt,20664221,null,,,,,
19838456,8.7,1.5,Your Beautiful Surrey Central Home,0.634286,3,6,155.139,34441,40,null,-122.83614,49.19526,null,House,6847613,Entire home/apt,19838456,null,,,,,
33576449,null,2.5,Warm home ____,0.125,3,8,159.056,159.056,0,null,-122.78185,49.0675,null,Villa,12995295,Entire home/apt,33576449,null,,,,,
16722030,9.3,2,"Brand New, Fully Furnished Town House-210",0.457746,4,8,306.55,39851.6,32,null,-122.86657,49.16209,null,Townhouse,5055757,Entire home/apt,16722030,null,,,,,
25417267,7.7,1,2Bedroom penthouse in heart of Surrey\n_________2_,0.40613,2,4,256.196,27156.7,7,null,-122.84206,49.20013,null,Condominium,9614041,Entire home/apt,25417267,null,,,,,
28991723,9.3,1,South Surrey/White Rock - New Resort Condo,0.571429,2,6,111.541,12492.6,16,null,-122.80222,49.06321,null,Condominium,11164921,Entire home/apt,28991723,null,,,,,
25086078,9.2,1,Pleasant 2-Bedroom Suite Close to Transit,0.513793,2,4,127.845,19048.9,19,null,-122.83265,49.13397,null,Guest suite,9506400,Entire home/apt,25086078,null,,,,,
33592167,10,1,Cozy Retreat in Surrey,0.115385,1,4,83.5717,250.715,1,null,-122.87893,49.14918,null,House,12879538,Entire home/apt,33592167,null,,,,,
25259626,10,1,West-Coast Style Suite,0.923077,2,6,156.288,20630.1,43,null,-122.78232,49.0546,1346715vb,Guest suite,9656597,Entire home/apt,25259626,1346715vb,,,,,
32937439,10,4,Bear creek park mansion,0.44898,5,12,182.338,4011.44,5,null,-122.82479,49.1553,null,House,12781000,Entire home/apt,32937439,null,,,,,
25487448,9.3,1,Home away home,0.658009,1,4,83.9086,12754.1,17,null,-122.68879,49.1216,null,Guesthouse,9749942,Entire home/apt,25487448,null,,,,,
30047971,10,1,The Art Cave,0.87931,1,2,76.092,7761.38,7,null,-122.6889,49.11611,null,Condominium,11603709,Entire home/apt,30047971,null,,,,,
26876371,9.7,3,Surrey Townhouse,0.86,3,7,156.955,6749.09,6,null,-122.79391,49.19692,null,Townhouse,10339192,Entire home/apt,26876371,null,,,,,
9539,9.3,2,"New Townhouse,Sleeps 7-8! 2 Baths & 2 Parkings!",0.820809,2,8,133.512,18958.6,260,null,-122.8568,49.18691,null,Townhouse,1136641,Entire home/apt,9539,null,,,,,
30271529,10,2.5,Large Family Home in White Rock,0.657143,4,8,160.286,3686.59,1,null,-122.81166,49.03579,null,House,11656492,Entire home/apt,30271529,null,,,,,
25036410,9.3,1,*NEW Ocean Park / White Rock Designer 2 Bdr Home,0.342857,2,4,171.328,16447.4,20,null,-122.86548,49.02957,null,Guest suite,9478449,Entire home/apt,25036410,null,,,,,
33253489,null,4.5,villa Britain's princess’s house 1.6acre,0.4,5,10,501.632,10032.6,0,null,-122.85432,49.10471,null,Villa,12861796,Entire home/apt,33253489,null,,,,,
24919011,9.5,4.5,"Luxurious Villa, Beautiful Views, Great Location",0.27451,5,10,900.634,50435.5,4,null,-122.76589,49.20376,null,Villa,9413506,Entire home/apt,24919011,null,,,,,
24684802,10,1,Surrey Home with a Garden View,0.437838,2,5,100.662,8153.63,8,null,-122.81397,49.15957,null,House,9421405,Entire home/apt,24684802,null,,,,,
31475979,9.3,1,Perfect Retreat,0.390805,2,4,96.0202,3264.69,8,null,-122.78003,49.03495,null,Guest suite,12424311,Entire home/apt,31475979,null,,,,,
25029779,9.9,1,Hosta Haven in Crescent Heights,0.405018,1,2,111.568,12607.2,26,null,-122.8722,49.05305,null,Guest suite,9603982,Entire home/apt,25029779,null,,,,,
29063907,10,1,Modern luxury condominiums,0.449438,1,3,165.795,13263.6,5,null,-122.84629,49.19228,null,Condominium,11187642,Entire home/apt,29063907,null,,,,,
26923804,8.8,1,Jeerh's Manor - Best Price in Surrey,0.683544,1,4,88.539,4781.11,7,null,-122.87127,49.10994,1403515vb,Apartment,10309378,Entire home/apt,26923804,1403515vb,,,,,
103038842,8,1,(Newly listed ) Central HomeStay near Vancouver,0.7,1,4,55.907,2348.09,3,7410820,-122.7942242,49.1937733,null,House,103038842,Entire home/apt,null,7410820,,,,,
31679607,10,2,Be our guests,1,3,6,138.837,2082.55,1,null,-122.87232,49.18154,null,House,12186369,Entire home/apt,31679607,null,,,,,
27808519,8.9,1,Sunny and Spacious 3 bedroom Suite by Forest Park,0.386555,3,8,130.661,12020.8,22,null,-122.78077,49.17439,null,House,10673051,Entire home/apt,27808519,null,,,,,
24544633,10,1,Luxurious apartment in South Surrey,0.694215,1,4,130.829,10989.7,15,null,-122.80665,49.0565,null,Apartment,9262312,Entire home/apt,24544633,null,,,,,
5793401,9.8,1,Charming Coach House by the Sea,0.574344,1,2,122.586,24149.5,299,null,-122.87741,49.0453,null,Guesthouse,1134598,Entire home/apt,5793401,null,,,,,
29154739,10,1.5,Bright & Spacious Centrally Located House,0.341772,3,8,193.603,5227.27,2,null,-122.80146,49.204,null,House,11513210,Entire home/apt,29154739,null,,,,,
28344890,9.6,1,"Cosy and Quiet, Upper-level 2 Bedroom Home",0.513158,2,4,91.8551,10747,15,null,-122.8637,49.19042,null,House,10904626,Entire home/apt,28344890,null,,,,,
21915663,9.3,1,Brilliant Sunshine 2 bedroom suite (North Surrey),0.687764,2,3,70.6795,11520.8,18,null,-122.79293,49.17042,null,House,8338959,Entire home/apt,21915663,null,,,,,
